"","ppt_id","Motives.Feeling","Motives.Exciting","Motives.High","Motives.Fun","Motives.Good","PGSI.Afford","PGSI.Excitement","PGSI.WinBack","PGSI.Borrowed","PGSI.Problem","PGSI.Health","PGSI.Criticised","PGSI.Financial","PGSI.Guilty"
"221","P1065","Never","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"222","P0782","Often","Always","Sometimes","Always","Often","Sometimes","Sometimes","Never","Never","Never","Never","Sometimes","Sometimes","Sometimes"
"223","P0860","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"224","P0264","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never","Sometimes"
"225","P0994","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"226","P0921","Never","Sometimes","Sometimes","Never","Sometimes","Always","Sometimes","MostTime","MostTime","Always","Always","MostTime","Always","Always"
"227","P0712","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"228","P1756","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"229","P1340","Never","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"230","P0038","Often","Often","Often","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"231","P0266","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"232","P0757","Never","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"233","P0810","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"234","P1126","Always","Always","Sometimes","Always","Often","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"235","P0049","Sometimes","Sometimes","Sometimes","Often","Sometimes","Never","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never"
"236","P0900","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Sometimes","Never","Never","Never"
"237","P0815","Often","Always","Always","Always","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"238","P0094","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"239","P0611","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Sometimes"
"240","P0506","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never"
"241","P0630","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"242","P0424","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"243","P1169","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","MostTime","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never"
"244","P0219","Often","Often","Often","Often","Often","Sometimes","Sometimes","MostTime","Never","Sometimes","Sometimes","Sometimes","Sometimes","MostTime"
"245","P0366","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"246","P0930","Often","Sometimes","Sometimes","Always","Often","MostTime","Sometimes","Sometimes","MostTime","Always","MostTime","Sometimes","Never","Sometimes"
"247","P0267","Never","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"248","P1654","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"249","P0075","Often","Often","Often","Sometimes","Sometimes","Sometimes","Sometimes","MostTime","Sometimes","Sometimes","Sometimes","Never","Sometimes","MostTime"
"250","P1781","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"251","P1304","Always","Always","Never","Often","Never","Sometimes","Sometimes","Never","Never","Sometimes","Never","Never","Never","Sometimes"
"252","P1450","Never","Never","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Sometimes","Never","Never"
"253","P0687","Often","Always","Never","Always","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"254","P1428","Always","Always","Often","Always","Often","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Sometimes"
"255","P0664","Often","Often","Often","Always","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"256","P1514","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"257","P0381","Often","Always","Always","Always","Always","Sometimes","Sometimes","MostTime","Never","Never","Never","Never","Never","Sometimes"
"258","P0341","Often","Often","Often","Always","Sometimes","Never","Never","Sometimes","Never","Never","Sometimes","Never","Never","Never"
"259","P0179","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Sometimes","Never","Never","Sometimes","Never"
"260","P1258","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"261","P0718","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"262","P1690","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never"
"263","P1543","Sometimes","Sometimes","Often","Sometimes","Sometimes","MostTime","MostTime","MostTime","MostTime","MostTime","MostTime","MostTime","Sometimes","MostTime"
"264","P0853","Often","Often","Often","Sometimes","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"265","P1119","Always","Always","Always","Always","Always","Never","MostTime","Sometimes","Never","Sometimes","Sometimes","Never","Never","Sometimes"
"266","P0400","Often","Often","Sometimes","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"267","P0079","Often","Often","Always","Sometimes","Often","Sometimes","Sometimes","MostTime","Never","Sometimes","Sometimes","Sometimes","Never","Sometimes"
"268","P1580","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"269","P0182","Never","Never","Never","Sometimes","Never","Sometimes","Never","Sometimes","Never","Never","Sometimes","Never","Sometimes","MostTime"
"270","P0283","Sometimes","Sometimes","Sometimes","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"271","P0472","Sometimes","Often","Often","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"272","P0640","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"273","P0107","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"274","P1688","Sometimes","Often","Often","Often","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"275","P0761","Sometimes","Always","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"276","P0519","Sometimes","Often","Often","Often","Often","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"277","P1143","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"278","P1730","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"279","P0285","Often","Often","Sometimes","Always","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"280","P0469","Sometimes","Often","Never","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"281","P0025","Often","Often","Often","Always","Often","Always","Always","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never"
"282","P0620","Sometimes","Sometimes","Often","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"283","P0248","Sometimes","Often","Sometimes","Often","Often","Never","Sometimes","Never","Never","Never","Never","Never","Never","Sometimes"
"284","P0998","Always","Always","Sometimes","Always","Sometimes","Never","MostTime","Sometimes","Never","Sometimes","Never","MostTime","Never","Sometimes"
"285","P1395","Always","Always","Always","Always","Always","Never","MostTime","Sometimes","Never","Sometimes","Sometimes","Sometimes","Never","MostTime"
"286","P1490","Sometimes","Often","Never","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"287","P1303","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes"
"288","P1123","Sometimes","Always","Never","Always","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"289","P0423","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"290","P0839","Often","Often","Sometimes","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"291","P0856","Often","Often","Never","Always","Often","MostTime","Never","Sometimes","Never","Never","Never","Sometimes","Never","Never"
"292","P0230","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"293","P0462","Sometimes","Sometimes","Sometimes","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"294","P0342","Never","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"295","P0905","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"296","P0700","Sometimes","Sometimes","Sometimes","Often","Often","Sometimes","Never","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Never"
"297","P1186","Often","Often","Sometimes","Often","Often","Sometimes","Sometimes","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"298","P0085","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"299","P0799","Sometimes","Often","Sometimes","Always","Sometimes","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes","Never","Never"
"300","P1433","Sometimes","Often","Often","Always","Often","Never","Never","Sometimes","Never","Never","Never","Never","Never","Sometimes"
"301","P0971","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"302","P1255","Never","Sometimes","Never","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"303","P1375","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"304","P1262","Often","Often","Never","Often","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"305","P0315","Sometimes","Sometimes","Sometimes","Often","Often","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"306","P1446","Sometimes","Sometimes","Never","Sometimes","Never","Never","Sometimes","Sometimes","Never","Never","Never","Sometimes","Never","Never"
"307","P0694","Often","Often","Sometimes","Sometimes","Sometimes","Never","Never","MostTime","Never","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes"
"308","P1376","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"309","P0902","Often","Often","Often","Often","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Sometimes","Sometimes"
"310","P0858","Never","Sometimes","Never","Sometimes","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never"
"311","P1390","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"312","P0770","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"313","P1039","Often","Often","Often","Often","Often","Never","Never","Sometimes","Never","Sometimes","Never","Sometimes","Never","Never"
"314","P1527","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never"
"315","P1623","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Never","Never","Never","Never","Never"
"316","P1639","Often","Always","Always","Often","Often","MostTime","MostTime","Always","Sometimes","MostTime","MostTime","MostTime","MostTime","Always"
