"","ppt_id","bet_no","bet_time","old_bonus","total_amt_bet","win","new_bonus","average_odds","total_numbers_bet","no_tokens"
"10608","P1421",37,"12:39:16",3.6,-0.6,1.5,4.5,2.94,12,2
"10609","P1421",38,"12:39:26",4.5,-0.5,0,4,2.03,12,1
"10610","P1421",39,"12:39:37",4,-1,0,3,2.03,12,1
"10611","P1421",40,"12:39:48",3,-1,0,2,2.03,12,1
"10612","P1421",41,"12:39:59",2,-1,0,1,2.03,12,1
"10613","P1421",42,"12:40:09",1,-1,0,0,2.03,12,1
"10614","P0617",1,"12:48:59",3,-1,0,2,1.03,18,1
"10615","P0617",2,"12:49:37",2,-1,0,1,1.03,18,1
"10616","P0617",3,"12:50:03",1,-1,2,2,1.03,18,1
"10617","P1098",1,"12:58:35",3,-1,0,2,2.03,12,1
"10618","P1098",2,"12:58:55",2,-1,0,1,2.03,12,1
"10619","P1098",3,"12:59:15",1,-0.5,1,1.5,1.03,18,1
"10620","P1098",4,"12:59:39",1.5,-0.5,1,2,1.03,18,1
"10621","P1792",1,"13:19:52",3,-1,0,2,6.23,5,5
"10622","P1792",2,"13:20:15",2,-1,0,1,6.23,5,5
"10623","P1792",3,"13:20:47",1,-1,3.6,3.6,3.35,9,10
"10624","P1792",4,"13:21:07",3.6,-0.6,0,3,5.03,6,6
"10625","P0593",1,"13:23:26",3,-0.4,0,2.6,2.03,12,2
"10626","P0593",2,"13:23:42",2.6,-0.4,1.2,3.4,2.03,12,2
"10627","P0593",3,"13:24:04",3.4,-0.5,0,2.9,1.03,18,1
"10628","P0593",4,"13:24:16",2.9,-0.5,1,3.4,1.03,18,1
"10629","P0593",5,"13:24:36",3.4,-0.2,0.6,3.8,2.03,12,2
"10630","P0593",6,"13:24:56",3.8,-0.5,0,3.3,2.03,12,1
"10631","P0593",7,"13:25:08",3.3,-0.5,0,2.8,2.03,12,1
"10632","P0593",8,"13:25:21",2.8,-0.2,0,2.6,2.03,12,1
"10633","P0593",9,"13:25:48",2.6,-0.2,0,2.4,2.03,12,1
"10634","P0593",10,"13:26:02",2.4,-0.2,0,2.2,1.03,18,1
"10635","P0593",11,"13:26:14",2.2,-0.2,0,2,1.03,18,1
"10636","P0593",12,"13:26:27",2,-0.2,0,1.8,1.03,18,1
"10637","P0593",13,"13:26:38",1.8,-0.4,0,1.4,1.03,18,2
"10638","P0593",14,"13:26:55",1.4,-0.3,0.2,1.3,0.14,36,2
"10639","P0593",15,"13:27:28",1.3,-0.3,0.2,1.2,0.14,36,2
"10640","P0533",1,"13:30:09",3,-0.1,0,2.9,35.03,1,1
"10641","P0533",2,"13:30:32",2.9,-0.2,0,2.7,1.03,18,1
"10642","P1388",1,"13:30:42",3,-0.1,0,2.9,1.03,18,1
"10643","P1388",2,"13:30:59",2.9,-1,0,1.9,1.03,18,1
"10644","P1388",3,"13:31:15",1.9,-0.5,0,1.4,1.03,18,1
"10645","P1388",4,"13:31:31",1.4,-1,0,0.4,1.03,18,1
"10646","P1388",5,"13:31:56",0.4,-0.4,0,0,1.03,18,2
"10647","P0305",1,"13:32:45",3,-0.5,1,3.5,1.03,18,1
"10648","P0305",2,"13:33:13",3.5,-0.5,0,3,1.03,18,1
"10649","P0305",3,"13:33:25",3,-0.5,1,3.5,1.03,18,1
"10650","P0305",4,"13:33:37",3.5,-0.5,0,3,1.03,18,1
"10651","P0305",5,"13:33:48",3,-0.5,0,2.5,1.03,18,1
"10652","P0305",6,"13:34:01",2.5,-0.5,0,2,1.03,18,1
"10653","P0305",7,"13:34:14",2,-0.5,0,1.5,1.03,18,1
"10654","P0305",8,"13:34:28",1.5,-1,0,0.5,1.03,18,1
"10655","P0305",9,"13:34:44",0.5,-0.5,0,0,1.03,18,1
"10656","P1399",1,"13:48:51",3,-1,2.2,4.2,0.77,25,4
"10657","P1399",2,"13:49:35",4.2,-1,2.2,5.4,0.77,25,4
"10658","P1399",3,"13:49:57",5.4,-0.9,2.2,6.7,0.73,24,3
"10659","P1399",4,"13:50:16",6.7,-0.9,1.2,7,0.73,24,3
"10660","P1399",5,"13:50:35",7,-0.9,1,7.1,0.73,24,3
"10661","P1399",6,"13:51:03",7.1,-0.9,2.2,8.4,0.73,24,3
"10662","P1399",7,"13:51:25",8.4,-0.9,1,8.5,0.73,24,3
"10663","P1399",8,"13:51:43",8.5,-0.9,0,7.6,0.73,24,3
"10664","P1399",9,"13:51:58",7.6,-0.9,0,6.7,0.73,24,3
"10665","P1399",10,"13:52:33",6.7,-1,2.5,8.2,0.78,24,4
"10666","P1399",11,"13:52:54",8.2,-0.9,1,8.3,0.73,24,3
"10667","P1399",12,"13:53:45",8.3,-0.9,1,8.4,0.73,24,3
"10668","P1399",13,"13:54:09",8.4,-1,2.5,9.9,0.78,24,4
"10669","P1399",14,"13:54:38",9.9,-1,2.2,11.1,0.54,30,4
"10670","P1399",15,"13:55:04",11.1,-1,1,11.1,0.78,24,4
"10671","P1399",16,"13:55:36",11.1,-0.9,0,10.2,0.73,24,3
"10672","P1399",17,"13:55:52",10.2,-0.9,0,9.3,0.73,24,3
"10673","P1399",18,"13:56:08",9.3,-0.9,2.2,10.6,0.73,24,3
"10674","P0865",1,"14:06:25",3,-0.1,0.2,3.1,1.03,18,1
"10675","P0865",2,"14:06:49",3.1,-1,0,2.1,1.03,18,1
"10676","P0865",3,"14:07:07",2.1,-0.5,0,1.6,2.03,12,1
"10677","P0865",4,"14:07:25",1.6,-0.6,1.2,2.2,1.03,18,2
"10678","P0865",5,"14:07:48",2.2,-1,2,3.2,1.03,18,1
"10679","P0865",6,"14:08:08",3.2,-1,0,2.2,1.03,18,1
"10680","P0722",1,"14:08:34",3,-0.6,0.6,3,3.69,25,3
"10681","P0722",2,"14:08:52",3,-0.6,7.2,9.6,3.69,25,3
"10682","P0722",3,"14:09:16",9.6,-0.6,0,9,3.69,25,3
"10683","P0278",1,"14:10:17",3,-0.7,0,2.3,2.33,18,3
"10684","P0278",2,"14:10:43",2.3,-0.5,0,1.8,1.03,18,1
"10685","P0278",3,"14:10:55",1.8,-0.5,1,2.3,1.03,18,1
"10686","P0278",4,"14:11:11",2.3,-0.5,1,2.8,1.03,18,1
"10687","P0278",5,"14:11:29",2.8,-0.5,0,2.3,1.03,18,1
"10688","P0278",6,"14:11:46",2.3,-0.5,0,1.8,1.03,18,1
"10689","P0278",7,"14:12:02",1.8,-1,2,2.8,0.58,26,2
"10690","P0278",8,"14:12:18",2.8,-1,0,1.8,0.47,28,2
"10691","P0278",9,"14:12:33",1.8,-1,2,2.8,0.47,28,2
"10692","P0278",10,"14:12:46",2.8,-1,0,1.8,0.58,26,2
"10693","P0278",11,"14:13:01",1.8,-1,1,1.8,0.47,28,2
"10694","P0278",12,"14:13:15",1.8,-1,2,2.8,0.58,26,2
"10695","P0278",13,"14:13:31",2.8,-1,1,2.8,0.47,28,2
"10696","P0278",14,"14:13:53",2.8,-1,2,3.8,0.58,26,2
"10697","P1614",1,"14:31:12",3,-1,1,3,0.03,36,2
"10698","P1614",2,"14:31:31",3,-1,2,4,1.03,18,2
"10699","P0573",1,"14:32:00",3,-0.6,0,2.4,11.03,3,3
"10700","P1614",3,"14:32:11",4,-0.5,0.4,3.9,0.15,36,5
"10701","P0573",2,"14:32:29",2.4,-0.4,0,2,8.03,4,4
"10702","P1614",4,"14:32:29",3.9,-0.3,0,3.6,1.03,18,3
"10703","P1614",5,"14:32:42",3.6,-0.4,0,3.2,1.03,18,4
"10704","P0573",3,"14:33:05",2,-0.5,0,1.5,6.23,5,5
"10705","P0800",1,"14:33:13",3,-1,0,2,0.78,24,2
"10706","P0573",4,"14:33:31",1.5,-0.1,0,1.4,35.03,1,1
"10707","P0800",2,"14:33:33",2,-1,1,2,0.78,24,2
"10708","P0800",3,"14:34:19",2,-0.9,0,1.1,2.03,27,5
"10709","P0800",4,"14:34:36",1.1,-0.1,0,1,1.03,18,1
"10710","P0451",1,"14:37:11",3,-1,1,3,0.42,30,4
"10711","P0451",2,"14:37:42",3,-1,1.4,3.4,0.38,36,5
"10712","P0451",3,"14:38:08",3.4,-1,1.6,4,0.42,31,4
"10713","P0451",4,"14:38:42",4,-1,1.4,4.4,0.7,32,5
"10714","P0451",5,"14:39:04",4.4,-1,1,4.4,0.38,34,5
"10715","P0451",6,"14:39:32",4.4,-1,2,5.4,0.43,30,5
"10716","P1145",1,"14:58:43",3,-0.3,0.6,3.3,1.03,18,2
"10717","P1145",2,"14:58:58",3.3,-0.5,0,2.8,1.03,18,1
"10718","P1145",3,"14:59:10",2.8,-0.5,1,3.3,1.03,18,1
"10719","P1145",4,"14:59:26",3.3,-0.2,0,3.1,1.03,18,1
"10720","P1145",5,"14:59:41",3.1,-0.2,0,2.9,1.03,18,1
"10721","P1145",6,"14:59:53",2.9,-0.5,0,2.4,1.03,18,1
"10722","P1145",7,"15:00:07",2.4,-0.5,1,2.9,1.03,18,1
"10723","P1145",8,"15:00:18",2.9,-0.2,0.4,3.1,1.03,18,1
"10724","P1584",1,"15:13:01",3,-0.5,0.2,2.7,0.87,26,5
"10725","P1584",2,"15:13:26",2.7,-0.5,0.9,3.1,0.83,20,5
"10726","P1584",3,"15:13:37",3.1,-0.1,0.2,3.2,1.03,18,1
"10727","P1584",4,"15:13:54",3.2,-0.2,0.6,3.6,2.03,12,2
"10728","P1703",1,"15:14:18",3,-0.5,0,2.5,1.03,18,5
"10729","P1584",5,"15:14:30",3.6,-0.4,0.6,3.8,0.53,24,4
"10730","P1584",6,"15:14:52",3.8,-0.2,0.4,4,1.03,18,2
"10731","P1703",2,"15:15:17",2.5,-0.2,0,2.3,1.03,18,2
"10732","P1703",3,"15:16:12",2.3,-0.2,0,2.1,1.03,18,2
"10733","P1703",4,"15:17:04",2.1,-0.1,0,2,1.03,18,1
"10734","P1703",5,"15:17:56",2,-0.2,0.2,2,0.03,36,2
"10735","P1703",6,"15:19:27",2,-0.2,0.2,2,0.47,28,2
"10736","P1703",7,"15:20:31",2,-0.2,0,1.8,0.58,26,2
"10737","P1703",8,"15:21:31",1.8,-0.2,0.2,1.8,0.53,27,2
"10738","P1703",9,"15:23:04",1.8,-0.2,0.4,2,0.53,27,2
"10739","P1703",10,"15:23:47",2,-0.2,0,1.8,0.53,27,2
"10740","P0557",1,"15:31:46",3,-1,0,2,2.63,10,10
"10741","P0557",2,"15:33:03",2,-1,0,1,2.63,10,10
"10742","P0557",3,"15:34:28",1,-1,0,0,2.81,12,10
"10743","P0840",1,"15:50:17",3,-0.1,0,2.9,2.03,12,1
"10744","P0840",2,"15:51:05",2.9,-0.2,0.2,2.9,0.47,28,2
"10745","P0840",3,"15:51:42",2.9,-0.1,0,2.8,1.03,18,1
"10746","P0840",4,"15:52:16",2.8,-0.1,0.2,2.9,1.03,18,1
"10747","P0199",1,"15:52:12",3,-0.1,0.2,3.1,1.03,18,1
"10748","P0199",2,"15:52:33",3.1,-0.1,0.3,3.3,2.03,12,1
"10749","P0840",5,"15:52:44",2.9,-0.1,0.2,3,1.03,18,1
"10750","P0199",3,"15:53:02",3.3,-0.1,0.2,3.4,1.03,18,1
"10751","P0199",4,"15:53:15",3.4,-0.1,0,3.3,1.03,18,1
"10752","P0199",5,"15:53:34",3.3,-0.2,0.3,3.4,0.28,30,2
"10753","P0840",6,"15:53:39",3,-0.1,0.3,3.2,2.03,12,1
"10754","P0199",6,"15:53:48",3.4,-0.1,0.2,3.5,1.03,18,1
"10755","P0199",7,"15:54:02",3.5,-0.1,0,3.4,1.03,18,1
"10756","P0199",8,"15:54:13",3.4,-0.1,0,3.3,1.03,18,1
"10757","P0199",9,"15:54:24",3.3,-0.1,0.2,3.4,1.03,18,1
"10758","P0840",7,"15:54:32",3.2,-0.2,0,3,0.58,26,2
"10759","P0199",10,"15:54:39",3.4,-0.1,0,3.3,2.03,12,1
"10760","P0840",8,"15:54:48",3,-0.2,0.4,3.2,0.58,26,2
"10761","P0199",11,"15:54:50",3.3,-0.1,0.2,3.4,1.03,18,1
"10762","P0199",12,"15:55:04",3.4,-0.2,0,3.2,1.03,18,1
"10763","P0199",13,"15:55:20",3.2,-0.2,0.6,3.6,2.03,12,1
"10764","P0840",9,"15:55:30",3.2,-0.1,0.3,3.4,2.03,12,1
"10765","P0199",14,"15:55:32",3.6,-0.2,0,3.4,1.03,18,1
"10766","P1283",1,"15:55:42",3,-1,0,2,1.03,18,1
"10767","P0199",15,"15:55:46",3.4,-0.2,0.4,3.6,1.03,18,1
"10768","P1283",2,"15:56:01",2,-1,0,1,1.03,18,1
"10769","P0840",10,"15:56:10",3.4,-0.1,0.2,3.5,1.03,18,1
"10770","P1283",3,"15:56:12",1,-1,0,0,1.03,18,1
"10771","P0840",11,"15:57:09",3.5,-0.1,0.3,3.7,2.03,12,1
"10772","P0840",12,"15:58:22",3.7,-0.1,0,3.6,1.03,18,1
"10773","P0840",13,"15:58:39",3.6,-0.1,0.2,3.7,1.03,18,1
"10774","P0307",1,"15:59:30",3,-1,0,2,1.03,18,10
"10775","P0840",14,"16:00:11",3.7,-0.1,0.3,3.9,2.03,12,1
"10776","P0840",15,"16:00:34",3.9,-0.1,0.2,4,1.03,18,1
"10777","P0840",16,"16:01:09",4,-0.5,1,4.5,1.03,18,1
"10778","P0840",17,"16:02:02",4.5,-0.5,1,5,1.03,18,1
"10779","P0309",1,"16:02:43",3,-0.4,0,2.6,5.21,8,4
"10780","P0763",1,"16:13:34",3,-1,0,2,2.63,10,10
"10781","P0763",2,"16:14:17",2,-1,0,1,2.63,10,10
"10782","P0763",3,"16:14:42",1,-1,0.9,0.9,1.64,20,10
"10783","P0763",4,"16:15:27",0.9,-0.9,0,0,1.8,19,9
"10784","P0203",1,"16:40:33",3,-0.5,0,2.5,1.03,18,5
"10785","P0203",2,"16:40:47",2.5,-0.5,1,3,1.03,18,5
"10786","P0203",3,"16:41:02",3,-0.5,1,3.5,1.03,18,5
"10787","P0203",4,"16:41:18",3.5,-0.5,0,3,1.03,18,5
"10788","P0203",5,"16:41:33",3,-0.5,1,3.5,1.03,18,5
"10789","P1055",1,"16:42:48",3,-0.5,0,2.5,1.03,18,5
"10790","P1055",2,"16:43:08",2.5,-0.5,0.6,2.6,6.47,18,5
"10791","P1055",3,"16:43:23",2.6,-0.2,0,2.4,1.03,18,2
"10792","P1055",4,"16:43:36",2.4,-0.2,0,2.2,2.03,12,2
"10793","P1055",5,"16:43:55",2.2,-0.2,0,2,0.53,24,2
"10794","P1055",6,"16:44:07",2,-0.2,0.2,2,0.03,36,2
"10795","P1055",7,"16:44:28",2,-0.1,0,1.9,2.03,12,1
"10796","P1055",8,"16:44:39",1.9,-0.1,0,1.8,2.03,12,1
"10797","P1055",9,"16:44:52",1.8,-0.1,0.2,1.9,1.03,18,1
"10798","P1055",10,"16:45:05",1.9,-0.1,0.2,2,1.03,18,1
"10799","P1055",11,"16:45:17",2,-0.1,0.2,2.1,1.03,18,1
"10800","P1055",12,"16:45:27",2.1,-0.1,0,2,2.03,12,1
"10801","P1055",13,"16:45:50",2,-0.4,0,1.6,0.15,36,4
"10802","P1055",14,"16:46:03",1.6,-0.3,0.3,1.6,0.03,36,3
"10803","P1055",15,"16:46:15",1.6,-0.1,0.2,1.7,1.03,18,1
"10804","P1055",16,"16:46:26",1.7,-0.1,0.2,1.8,1.03,18,1
"10805","P1055",17,"16:46:36",1.8,-0.1,0,1.7,1.03,18,1
"10806","P1055",18,"16:46:47",1.7,-0.1,0,1.6,1.03,18,1
"10807","P1055",19,"16:46:57",1.6,-0.1,0.2,1.7,1.03,18,1
"10808","P1055",20,"16:47:10",1.7,-0.2,0.2,1.7,0.58,26,2
"10809","P1055",21,"16:47:22",1.7,-0.1,0.2,1.8,1.03,18,1
"10810","P1055",22,"16:47:32",1.8,-0.1,0,1.7,1.03,18,1
"10811","P1055",23,"16:47:44",1.7,-0.2,0.4,1.9,1.03,18,2
"10812","P1055",24,"16:47:57",1.9,-0.1,0.2,2,1.03,18,1
"10813","P1598",1,"16:54:28",3,-1,7.2,9.2,5.15,8,5
"10814","P1598",2,"16:55:16",9.2,-1,0,8.2,8.03,4,2
"10815","P1598",3,"16:56:03",8.2,-1,0,7.2,1.37,17,5
"10816","P1598",4,"16:56:56",7.2,-1,0,6.2,1.91,14,5
"10817","P0479",1,"17:12:55",3,-0.6,0.6,3,0.53,27,6
"10818","P0479",2,"17:13:09",3,-0.4,0.4,3,0.53,27,4
"10819","P0479",3,"17:13:41",3,-0.6,0.6,3,0.36,30,6
"10820","P1751",1,"17:13:09",3,-0.2,0,2.8,8.53,19,2
"10821","P0479",4,"17:13:59",3,-0.1,0.2,3.1,1.03,18,1
"10822","P1751",2,"17:13:24",2.8,-0.5,0,2.3,1.03,18,5
"10823","P1751",3,"17:13:37",2.3,-0.1,0,2.2,1.03,18,1
"10824","P0479",5,"17:14:24",3.1,-0.1,0.2,3.2,1.03,18,1
"10825","P0479",6,"17:14:35",3.2,-0.2,0.4,3.4,1.03,18,2
"10826","P0479",7,"17:15:02",3.4,-0.6,0.6,3.4,0.36,30,6
"10827","P0479",8,"17:15:26",3.4,-0.1,0,3.3,1.03,18,1
"10828","P0479",9,"17:15:48",3.3,-0.3,0,3,0.36,30,3
"10829","P0479",10,"17:16:01",3,-0.2,0.4,3.2,1.03,18,2
"10830","P0479",11,"17:16:13",3.2,-0.2,0,3,1.03,18,2
"10831","P0479",12,"17:16:25",3,-0.4,0.3,2.9,0.4,30,4
"10832","P0479",13,"17:16:42",2.9,-0.1,0,2.8,1.03,18,1
"10833","P0479",14,"17:16:56",2.8,-0.2,0.4,3,1.03,18,2
"10834","P0479",15,"17:17:22",3,-0.7,0,2.3,0.37,30,7
"10835","P0479",16,"17:17:58",2.3,-1,1.4,2.7,1.09,21,10
"10836","P0479",17,"17:19:01",2.7,-0.9,0.6,2.4,1.43,24,9
"10837","P0479",18,"17:19:17",2.4,-0.7,1,2.7,1.52,20,7
"10838","P0479",19,"17:19:32",2.7,-0.1,0.2,2.8,1.03,18,1
"10839","P0479",20,"17:20:04",2.8,-1,1.5,3.3,0.59,30,10
"10840","P0479",21,"17:20:31",3.3,-1,3.6,5.9,1.07,24,10
"10841","P0479",22,"17:21:50",5.9,-0.3,0,5.6,4.03,8,3
"10842","P0479",23,"17:22:32",5.6,-0.8,0.6,5.4,0.93,27,8
"10843","P0479",24,"17:23:14",5.4,-1,1.5,5.9,0.99,29,10
"10844","P0479",25,"17:23:44",5.9,-0.1,0.2,6,1.03,18,1
"10845","P0479",26,"17:26:15",6,-0.1,0.2,6.1,1.03,18,1
"10846","P0479",27,"17:27:52",6.1,-1,0.6,5.7,1.1,27,10
"10847","P0479",28,"17:28:05",5.7,-0.3,0.6,6,1.03,18,3
"10848","P0479",29,"17:28:17",6,-0.2,0,5.8,1.03,18,2
"10849","P0479",30,"17:28:29",5.8,-0.2,0.4,6,1.03,18,2
"10850","P0479",31,"17:28:55",6,-0.8,0,5.2,1.06,24,8
"10851","P0479",32,"17:29:15",5.2,-0.2,0.4,5.4,1.03,18,2
"10852","P0479",33,"17:29:25",5.4,-0.1,0.2,5.5,1.03,18,1
"10853","P0479",34,"17:29:37",5.5,-0.4,0.6,5.7,3.15,18,4
"10854","P0479",35,"17:30:24",5.7,-0.1,0,5.6,1.03,18,1
"10855","P0479",36,"17:30:38",5.6,-0.2,0,5.4,1.03,18,2
"10856","P0479",37,"17:30:54",5.4,-0.4,0.6,5.6,0.53,24,4
"10857","P0479",38,"17:31:08",5.6,-0.4,0,5.2,0.53,24,4
"10858","P0479",39,"17:31:21",5.2,-0.3,0,4.9,1.03,18,3
"10859","P0479",40,"17:31:33",4.9,-0.6,1.2,5.5,1.03,18,6
"10860","P0479",41,"17:32:02",5.5,-0.2,0.4,5.7,1.03,18,2
"10861","P0479",42,"17:32:24",5.7,-0.2,0.4,5.9,1.03,18,2
"10862","P0479",43,"17:32:44",5.9,-0.1,0,5.8,1.03,18,1
"10863","P0479",44,"17:32:56",5.8,-0.1,0.2,5.9,1.03,18,1
"10864","P0479",45,"17:33:20",5.9,-0.2,0.4,6.1,1.03,18,2
"10865","P0479",46,"17:33:33",6.1,-0.1,0,6,1.03,18,1
"10866","P0479",47,"17:33:44",6,-0.2,0.4,6.2,1.03,18,2
"10867","P0479",48,"17:34:04",6.2,-0.2,0.4,6.4,1.03,18,2
"10868","P0479",49,"17:34:40",6.4,-0.1,0,6.3,1.03,18,1
"10869","P0479",50,"17:34:56",6.3,-0.1,0.2,6.4,1.03,18,1
"10870","P0479",51,"17:35:20",6.4,-0.1,0.2,6.5,1.03,18,1
"10871","P0479",52,"17:35:43",6.5,-0.1,0,6.4,1.03,18,1
"10872","P0479",53,"17:35:53",6.4,-0.1,0,6.3,1.03,18,1
"10873","P0479",54,"17:36:04",6.3,-0.1,0.2,6.4,1.03,18,1
"10874","P0479",55,"17:36:33",6.4,-1,0.8,6.2,1.51,24,10
"10875","P0479",56,"17:36:49",6.2,-0.2,0.4,6.4,1.03,18,2
"10876","P0479",57,"17:36:59",6.4,-0.2,0,6.2,1.03,18,2
"10877","P0479",58,"17:37:10",6.2,-0.2,0.4,6.4,1.03,18,2
"10878","P0479",59,"17:37:21",6.4,-0.2,0.4,6.6,1.03,18,2
"10879","P0479",60,"17:37:35",6.6,-0.1,0.2,6.7,1.03,18,1
"10880","P0479",61,"17:37:52",6.7,-0.2,0.2,6.7,0.78,24,2
"10881","P0479",62,"17:38:05",6.7,-0.2,0,6.5,1.03,18,2
"10882","P0479",63,"17:38:15",6.5,-0.3,0.6,6.8,1.03,18,3
"10883","P0479",64,"17:38:27",6.8,-0.1,0,6.7,1.03,18,1
"10884","P0479",65,"17:38:37",6.7,-0.1,0.2,6.8,1.03,18,1
"10885","P0479",66,"17:38:51",6.8,-0.1,0.2,6.9,1.03,18,1
"10886","P0479",67,"17:39:07",6.9,-0.1,0,6.8,1.03,18,1
"10887","P0479",68,"17:39:21",6.8,-0.1,0,6.7,1.03,18,1
"10888","P0479",69,"17:39:32",6.7,-0.3,0,6.4,1.03,18,3
"10889","P0479",70,"17:39:45",6.4,-0.3,0.6,6.7,1.03,18,3
"10890","P0479",71,"17:39:56",6.7,-0.2,0,6.5,1.03,18,2
"10891","P0479",72,"17:40:07",6.5,-0.2,0.4,6.7,1.03,18,2
"10892","P0479",73,"17:40:20",6.7,-0.3,0,6.4,1.03,18,3
"10893","P0479",74,"17:40:33",6.4,-0.4,0.8,6.8,1.03,18,4
"10894","P0479",75,"17:40:44",6.8,-0.2,0,6.6,1.03,18,2
"10895","P0479",76,"17:40:56",6.6,-0.2,0.4,6.8,1.03,18,2
"10896","P0479",77,"17:41:07",6.8,-0.2,0,6.6,1.03,18,2
"10897","P0479",78,"17:41:23",6.6,-0.1,0,6.5,1.03,18,1
"10898","P0479",79,"17:41:34",6.5,-0.3,0.6,6.8,1.03,18,3
"10899","P0479",80,"17:41:51",6.8,-0.2,0,6.6,1.03,18,2
"10900","P0479",81,"17:42:03",6.6,-0.3,0.6,6.9,1.03,18,3
"10901","P0479",82,"17:42:17",6.9,-0.2,0,6.7,1.03,18,2
"10902","P0479",83,"17:42:28",6.7,-0.3,0,6.4,1.03,18,3
"10903","P0479",84,"17:42:40",6.4,-0.6,1.2,7,1.03,18,6
"10904","P0479",85,"17:42:51",7,-0.2,0,6.8,1.03,18,2
"10905","P0479",86,"17:43:02",6.8,-0.2,0,6.6,1.03,18,2
"10906","P0479",87,"17:43:26",6.6,-1,1.2,6.8,1.04,23,10
"10907","P0479",88,"17:43:39",6.8,-0.2,0.4,7,1.03,18,2
"10908","P0479",89,"17:43:50",7,-0.2,0.4,7.2,1.03,18,2
"10909","P0479",90,"17:44:01",7.2,-0.2,0.4,7.4,1.03,18,2
"10910","P0479",91,"17:44:13",7.4,-0.1,0,7.3,1.03,18,1
"10911","P0479",92,"17:44:24",7.3,-0.3,0.4,7.4,3.92,19,3
"10912","P0479",93,"17:44:39",7.4,-0.2,0,7.2,1.03,18,2
"10913","P0479",94,"17:44:56",7.2,-0.9,0,6.3,2.24,20,9
"10914","P0479",95,"17:45:19",6.3,-1,0,5.3,1.09,21,10
"10915","P0479",96,"17:45:31",5.3,-0.8,0,4.5,1.03,18,8
"10916","P0479",97,"17:45:42",4.5,-0.7,1.4,5.2,1.03,18,7
"10917","P0479",98,"17:46:03",5.2,-0.5,1,5.7,1.03,18,5
"10918","P0479",99,"17:46:16",5.7,-0.2,0.4,5.9,1.03,18,2
"10919","P0479",100,"17:46:33",5.9,-0.2,0,5.7,1.03,18,2
"10920","P0479",101,"17:46:44",5.7,-0.3,0.6,6,1.03,18,3
"10921","P0479",102,"17:46:55",6,-0.2,0,5.8,1.03,18,2
"10922","P0479",103,"17:47:06",5.8,-0.2,0,5.6,1.03,18,2
"10923","P0479",104,"17:47:18",5.6,-0.5,1,6.1,1.03,18,5
"10924","P0401",1,"17:46:43",3,-0.5,0,2.5,35.03,1,1
"10925","P0479",105,"17:47:28",6.1,-0.3,0,5.8,1.03,18,3
"10926","P0479",106,"17:47:46",5.8,-0.8,1.2,6.2,1.28,20,8
"10927","P0401",2,"17:47:15",2.5,-0.8,0,1.7,1.96,26,4
"10928","P0479",107,"17:47:58",6.2,-0.3,0.6,6.5,1.03,18,3
"10929","P0479",108,"17:48:09",6.5,-0.3,0.6,6.8,1.03,18,3
"10930","P0401",3,"17:47:31",1.7,-0.1,0,1.6,1.03,18,1
"10931","P0479",109,"17:48:24",6.8,-0.2,0.4,7,1.03,18,2
"10932","P0401",4,"17:47:48",1.6,-0.5,0,1.1,1.03,18,1
"10933","P0479",110,"17:48:39",7,-0.2,0.4,7.2,1.03,18,2
"10934","P0401",5,"17:48:01",1.1,-0.5,1,1.6,1.03,18,1
"10935","P0479",111,"17:48:50",7.2,-0.2,0,7,1.03,18,2
"10936","P0401",6,"17:48:19",1.6,-0.5,1,2.1,1.03,18,1
"10937","P0479",112,"17:49:02",7,-0.3,0.6,7.3,1.03,18,3
"10938","P0401",7,"17:48:30",2.1,-0.5,0,1.6,1.03,18,1
"10939","P0479",113,"17:49:15",7.3,-0.1,0,7.2,1.03,18,1
"10940","P0401",8,"17:48:42",1.6,-0.5,1,2.1,1.03,18,1
"10941","P0479",114,"17:49:26",7.2,-0.2,0.4,7.4,1.03,18,2
"10942","P0401",9,"17:48:53",2.1,-0.5,1,2.6,1.03,18,1
"10943","P0479",115,"17:49:40",7.4,-0.1,0,7.3,1.03,18,1
"10944","P0401",10,"17:49:07",2.6,-0.5,0,2.1,1.03,18,1
"10945","P0479",116,"17:49:54",7.3,-0.1,0.2,7.4,1.03,18,1
"10946","P0401",11,"17:49:20",2.1,-0.5,0,1.6,1.03,18,1
"10947","P0479",117,"17:50:09",7.4,-0.1,0,7.3,1.03,18,1
"10948","P0401",12,"17:49:33",1.6,-0.5,1,2.1,1.03,18,1
"10949","P0479",118,"17:50:21",7.3,-0.2,0.4,7.5,1.03,18,2
"10950","P0401",13,"17:49:45",2.1,-0.5,1,2.6,1.03,18,1
"10951","P0401",14,"17:49:57",2.6,-0.5,1,3.1,1.03,18,1
"10952","P0479",119,"17:50:45",7.5,-0.2,0,7.3,1.03,18,2
"10953","P0479",120,"17:50:56",7.3,-0.2,0,7.1,1.03,18,2
"10954","P0479",121,"17:51:07",7.1,-0.2,0.4,7.3,1.03,18,2
"10955","P0479",122,"17:51:21",7.3,-0.2,0.4,7.5,1.03,18,2
"10956","P0479",123,"17:51:33",7.5,-0.1,0.2,7.6,1.03,18,1
"10957","P0479",124,"17:51:47",7.6,-0.2,0.4,7.8,1.03,18,2
"10958","P0479",125,"17:52:03",7.8,-0.1,0,7.7,1.03,18,1
"10959","P0479",126,"17:52:15",7.7,-0.1,0,7.6,1.03,18,1
