"","ppt_id","bet_no","bet_time","old_bonus","total_amt_bet","win","new_bonus","average_odds","total_numbers_bet","no_tokens"
"10252","P1755",7,"07:36:23",2.1,-1,2,3.1,1.03,18,1
"10253","P1809",1,"07:40:13",3,-1,2,4,1.03,18,1
"10254","P1809",2,"07:41:06",4,-1,2,5,1.03,18,1
"10255","P1809",3,"07:41:33",5,-1,0,4,2.03,12,1
"10256","P1809",4,"07:41:48",4,-1,0,3,1.03,18,1
"10257","P1809",5,"07:42:00",3,-1,0,2,1.03,18,1
"10258","P1809",6,"07:42:13",2,-1,0,1,1.03,18,1
"10259","P1809",7,"07:42:28",1,-1,0,0,1.03,18,1
"10260","P0084",1,"08:31:38",3,-0.5,0,2.5,1.03,18,1
"10261","P0084",2,"08:32:19",2.5,-1,2,3.5,1.03,18,2
"10262","P0084",3,"08:32:32",3.5,-0.5,1,4,1.03,18,1
"10263","P0584",1,"08:59:30",3,-1,0,2,3.53,8,2
"10264","P0584",2,"08:59:45",2,-1,0,1,3.53,8,2
"10265","P0584",3,"08:59:57",1,-1,0,0,3.53,8,2
"10266","P1794",1,"09:03:13",3,-0.5,4.4,6.9,2.39,18,5
"10267","P1794",2,"09:03:29",6.9,-0.1,0,6.8,1.03,18,1
"10268","P0353",1,"09:12:00",3,-1,0,2,35.03,1,1
"10269","P0701",1,"09:13:16",3,-0.8,1.6,3.8,1.53,24,8
"10270","P0701",2,"09:13:48",3.8,-0.3,0,3.5,9.03,4,3
"10271","P0017",1,"09:34:21",3,-0.8,0.8,3,0.03,36,8
"10272","P0017",2,"09:35:25",3,-0.2,0.4,3.2,1.03,18,2
"10273","P1646",1,"09:36:18",3,-0.5,0,2.5,1.03,18,5
"10274","P1646",2,"09:36:33",2.5,-0.5,0,2,1.03,18,5
"10275","P1646",3,"09:36:44",2,-0.5,1,2.5,1.03,18,5
"10276","P0012",1,"09:36:53",3,-0.5,0,2.5,1.03,18,1
"10277","P1646",4,"09:36:57",2.5,-0.5,1,3,1.03,18,5
"10278","P1646",5,"09:37:10",3,-0.5,0,2.5,1.03,18,5
"10279","P1646",6,"09:37:24",2.5,-0.5,0,2,1.03,18,5
"10280","P1646",7,"09:37:38",2,-0.5,0,1.5,1.03,18,5
"10281","P1646",8,"09:37:51",1.5,-0.5,0,1,1.03,18,1
"10282","P0017",3,"09:37:56",3.2,-0.2,0,3,0.94,22,2
"10283","P1646",9,"09:38:01",1,-0.5,0,0.5,1.03,18,1
"10284","P1646",10,"09:38:13",0.5,-0.5,0,0,1.03,18,1
"10285","P0017",4,"09:38:34",3,-0.2,0.2,3,0.78,24,2
"10286","P0017",5,"09:39:22",3,-0.2,0.2,3,0.78,24,2
"10287","P0017",6,"09:40:57",3,-0.7,3.8,6.1,3.19,36,7
"10288","P0157",1,"09:47:28",3,-0.1,0.2,3.1,1.03,18,1
"10289","P0157",2,"09:47:39",3.1,-0.1,0,3,1.03,18,1
"10290","P0157",3,"09:47:51",3,-0.2,0.2,3,0.03,36,2
"10291","P0157",4,"09:48:20",3,-0.3,0.2,2.9,0.14,36,3
"10292","P1689",1,"09:48:36",3,-0.7,1,3.3,0.84,22,2
"10293","P0157",5,"09:48:52",2.9,-0.3,0.4,3,0.58,27,3
"10294","P1689",2,"09:49:09",3.3,-0.9,0,2.4,0.62,26,3
"10295","P0157",6,"09:49:26",3,-0.6,0.2,2.6,0.19,36,6
"10296","P1689",3,"09:49:34",2.4,-0.4,0.6,2.6,0.35,32,3
"10297","P0157",7,"09:49:49",2.6,-0.8,0.8,2.6,0.4,30,8
"10298","P1689",4,"09:50:01",2.6,-0.5,0.4,2.5,1.39,29,3
"10299","P0157",8,"09:50:10",2.6,-0.8,1.2,3,0.53,24,8
"10300","P1689",5,"09:50:18",2.5,-0.3,0.2,2.4,0.5,29,3
"10301","P1689",6,"09:50:36",2.4,-0.6,0.8,2.6,0.4,31,3
"10302","P0157",9,"09:50:37",3,-0.2,0,2.8,1.03,18,2
"10303","P0157",10,"09:50:49",2.8,-0.4,0.8,3.2,1.03,18,4
"10304","P1689",7,"09:50:52",2.6,-0.4,0,2.2,0.53,27,2
"10305","P1689",8,"09:51:05",2.2,-0.6,0.4,2,0.47,30,3
"10306","P0157",11,"09:51:07",3.2,-0.3,0.4,3.3,0.14,36,3
"10307","P1689",9,"09:51:18",2,-0.4,0,1.6,0.47,28,2
"10308","P0157",12,"09:51:25",3.3,-0.2,0.2,3.3,0.03,36,2
"10309","P1689",10,"09:51:29",1.6,-0.4,0.8,2,0.47,28,2
"10310","P1689",11,"09:51:41",2,-0.2,0,1.8,2.03,12,1
"10311","P0157",13,"09:51:46",3.3,-0.3,0.2,3.2,0.14,36,3
"10312","P1689",12,"09:51:52",1.8,-0.2,0,1.6,1.03,18,1
"10313","P0157",14,"09:51:59",3.2,-0.5,0.2,2.9,0.39,36,5
"10314","P1689",13,"09:52:02",1.6,-0.2,0.4,1.8,1.03,18,1
"10315","P1689",14,"09:52:15",1.8,-0.2,0,1.6,2.03,12,1
"10316","P0157",15,"09:52:17",2.9,-0.9,1.6,3.6,0.63,36,9
"10317","P1689",15,"09:52:29",1.6,-0.4,0,1.2,0.58,26,2
"10318","P1689",16,"09:52:41",1.2,-0.4,0.8,1.6,0.47,28,2
"10319","P0157",16,"09:52:50",3.6,-0.2,0.2,3.6,0.03,36,2
"10320","P1689",17,"09:52:53",1.6,-0.2,0,1.4,1.03,18,1
"10321","P1689",18,"09:53:04",1.4,-0.2,0.4,1.6,1.03,18,1
"10322","P1689",19,"09:53:17",1.6,-0.2,0.4,1.8,1.03,18,1
"10323","P0157",17,"09:53:17",3.6,-0.2,0.2,3.6,0.03,36,2
"10324","P1689",20,"09:53:29",1.8,-0.2,0,1.6,2.03,12,1
"10325","P0157",18,"09:53:33",3.6,-0.2,0.2,3.6,0.03,36,2
"10326","P1689",21,"09:53:44",1.6,-0.2,0.6,2,2.03,12,1
"10327","P1689",22,"09:53:55",2,-0.1,0.2,2.1,1.03,18,1
"10328","P0157",19,"09:54:02",3.6,-0.2,0.2,3.6,0.03,36,2
"10329","P0157",20,"09:54:16",3.6,-0.1,0.2,3.7,1.03,18,1
"10330","P0157",21,"09:54:41",3.7,-0.2,0.2,3.7,0.03,36,2
"10331","P0157",22,"09:54:56",3.7,-0.2,0.2,3.7,0.03,36,2
"10332","P1689",23,"09:55:24",2.1,-0.1,0.3,2.3,2.03,12,1
"10333","P1689",24,"09:55:37",2.3,-0.1,0.2,2.4,1.03,18,1
"10334","P1689",25,"09:55:47",2.4,-0.1,0.2,2.5,1.03,18,1
"10335","P1689",26,"09:56:06",2.5,-0.1,0.2,2.6,1.03,18,1
"10336","P0157",23,"09:56:11",3.7,-0.4,0.6,3.9,0.53,24,4
"10337","P1689",27,"09:56:19",2.6,-0.1,0.2,2.7,1.03,18,1
"10338","P1689",28,"09:56:30",2.7,-0.1,0,2.6,1.03,18,1
"10339","P0157",24,"09:56:33",3.9,-0.2,0.2,3.9,0.03,36,2
"10340","P1689",29,"09:56:39",2.6,-0.1,0,2.5,1.03,18,1
"10341","P1689",30,"09:56:49",2.5,-0.1,0,2.4,1.03,18,1
"10342","P0157",25,"09:56:59",3.9,-0.2,0.2,3.9,0.03,36,2
"10343","P1689",31,"09:57:01",2.4,-0.3,0.4,2.5,0.14,36,2
"10344","P0157",26,"09:57:16",3.9,-0.2,0.2,3.9,0.03,36,2
"10345","P1689",32,"09:57:18",2.5,-0.3,0.2,2.4,0.14,36,2
"10346","P1689",33,"09:57:33",2.4,-0.3,0.2,2.3,0.14,36,2
"10347","P0157",27,"09:57:46",3.9,-0.2,0.2,3.9,0.03,36,2
"10348","P1689",34,"09:57:49",2.3,-0.1,0,2.2,2.03,12,1
"10349","P1689",35,"09:58:03",2.2,-0.2,0.3,2.3,0.78,24,2
"10350","P0157",28,"09:58:05",3.9,-0.2,0.2,3.9,0.03,36,2
"10351","P1689",36,"09:58:20",2.3,-0.2,0.2,2.3,0.78,24,2
"10352","P0157",29,"09:58:20",3.9,-0.3,0.2,3.8,0.14,36,3
"10353","P0157",30,"09:58:32",3.8,-0.5,0.2,3.5,0.39,36,5
"10354","P1689",37,"09:58:37",2.3,-0.1,0.2,2.4,1.03,18,1
"10355","P0157",31,"09:58:44",3.5,-0.2,0.2,3.5,0.03,36,2
"10356","P0157",32,"09:59:01",3.5,-0.2,0.2,3.5,0.03,36,2
"10357","P0157",33,"09:59:17",3.5,-0.2,0.2,3.5,0.03,36,2
"10358","P0157",34,"09:59:33",3.5,-0.2,0.2,3.5,0.03,36,2
"10359","P1689",38,"09:59:53",2.4,-0.1,0,2.3,1.03,18,1
"10360","P0157",35,"09:59:54",3.5,-0.3,0.4,3.6,0.14,36,3
"10361","P0157",36,"10:00:10",3.6,-0.2,0.2,3.6,0.03,36,2
"10362","P0157",37,"10:00:27",3.6,-0.3,0.2,3.5,0.14,36,3
"10363","P0157",38,"10:00:44",3.5,-0.4,0.6,3.7,0.28,36,4
"10364","P0157",39,"10:01:04",3.7,-0.2,0.2,3.7,0.03,36,2
"10365","P1689",39,"10:01:17",2.3,-0.3,0.2,2.2,0.14,36,2
"10366","P1689",40,"10:01:27",2.2,-0.2,0.4,2.4,1.03,18,1
"10367","P0157",40,"10:01:27",3.7,-0.2,0.2,3.7,0.03,36,2
"10368","P1689",41,"10:01:38",2.4,-0.1,0,2.3,1.03,18,1
"10369","P0157",41,"10:01:44",3.7,-0.2,0.2,3.7,0.03,36,2
"10370","P1689",42,"10:01:50",2.3,-0.1,0.2,2.4,1.03,18,1
"10371","P0157",42,"10:01:55",3.7,-0.2,0.2,3.7,0.03,36,2
"10372","P1689",43,"10:02:02",2.4,-0.1,0,2.3,2.03,12,1
"10373","P0157",43,"10:02:09",3.7,-0.3,0.2,3.6,0.14,36,3
"10374","P1689",44,"10:02:13",2.3,-0.1,0.2,2.4,1.03,18,1
"10375","P0157",44,"10:02:21",3.6,-0.4,0.6,3.8,0.28,36,4
"10376","P0157",45,"10:02:32",3.8,-0.2,0.2,3.8,0.03,36,2
"10377","P0157",46,"10:02:55",3.8,-0.2,0.2,3.8,0.03,36,2
"10378","P0157",47,"10:03:13",3.8,-0.2,0.2,3.8,0.03,36,2
"10379","P0157",48,"10:03:30",3.8,-0.3,0.2,3.7,0.14,36,3
"10380","P0157",49,"10:03:48",3.7,-0.4,0.2,3.5,0.28,36,4
"10381","P0157",50,"10:04:06",3.5,-0.6,1,3.9,0.47,36,6
"10382","P0157",51,"10:04:32",3.9,-0.3,0.4,4,0.14,36,3
"10383","P0992",1,"10:05:00",3,-1,0,2,1.03,18,1
"10384","P0992",2,"10:05:21",2,-1,0,1,1.03,18,1
"10385","P0992",3,"10:05:32",1,-1,0,0,1.03,18,1
"10386","P0429",1,"10:09:52",3,-0.5,0,2.5,1.03,18,1
"10387","P0429",2,"10:10:18",2.5,-0.5,1,3,1.03,18,1
"10388","P0429",3,"10:10:30",3,-0.5,1,3.5,1.03,18,1
"10389","P0429",4,"10:10:42",3.5,-0.5,1,4,1.03,18,1
"10390","P0429",5,"10:10:54",4,-0.5,1,4.5,1.03,18,1
"10391","P0429",6,"10:11:07",4.5,-0.5,0,4,1.03,18,1
"10392","P0429",7,"10:11:18",4,-0.5,0,3.5,1.03,18,1
"10393","P0429",8,"10:11:28",3.5,-0.5,0,3,1.03,18,1
"10394","P0429",9,"10:11:38",3,-0.5,0,2.5,1.03,18,1
"10395","P0429",10,"10:11:51",2.5,-0.5,1,3,1.03,18,1
"10396","P0429",11,"10:12:09",3,-0.5,1,3.5,1.03,18,1
"10397","P0429",12,"10:12:20",3.5,-0.5,1,4,1.03,18,1
"10398","P0429",13,"10:12:34",4,-0.5,1,4.5,1.03,18,1
"10399","P0429",14,"10:12:45",4.5,-0.5,0,4,1.03,18,1
"10400","P0429",15,"10:12:56",4,-0.5,1,4.5,1.03,18,1
"10401","P0429",16,"10:13:11",4.5,-0.5,1,5,1.03,18,1
"10402","P0429",17,"10:13:23",5,-0.5,0,4.5,1.03,18,1
"10403","P0429",18,"10:13:39",4.5,-0.5,1,5,1.03,18,1
"10404","P0429",19,"10:13:53",5,-0.5,0,4.5,1.03,18,1
"10405","P0429",20,"10:14:08",4.5,-0.5,1,5,1.03,18,1
"10406","P0429",21,"10:14:23",5,-0.5,1,5.5,1.03,18,1
"10407","P1589",1,"11:13:02",3,-0.5,0,2.5,2.99,14,5
"10408","P0429",22,"10:14:33",5.5,-0.5,0,5,1.03,18,1
"10409","P0429",23,"10:14:44",5,-0.5,1,5.5,1.03,18,1
"10410","P1589",2,"11:13:35",2.5,-0.5,0.9,2.9,2.99,14,5
"10411","P0429",24,"10:15:09",5.5,-0.5,0,5,1.03,18,1
"10412","P1589",3,"11:14:00",2.9,-0.5,0,2.4,2.99,14,5
"10413","P0429",25,"10:15:27",5,-0.5,1,5.5,1.03,18,1
"10414","P0429",26,"10:15:46",5.5,-0.5,0,5,1.03,18,1
"10415","P1589",4,"11:14:26",2.4,-0.4,0,2,2.96,13,4
"10416","P0271",1,"10:16:06",3,-0.7,0.2,2.5,1.46,26,3
"10417","P1589",5,"11:14:51",2,-0.4,0.9,2.5,4.65,10,4
"10418","P0429",27,"10:16:14",5,-0.5,1,5.5,1.03,18,1
"10419","P0429",28,"10:16:27",5.5,-0.5,0,5,1.03,18,1
"10420","P0271",2,"10:16:28",2.5,-0.9,1.4,3,1.2,29,4
"10421","P1589",6,"11:15:18",2.5,-0.5,0,2,2.99,14,5
"10422","P0429",29,"10:16:44",5,-0.5,1,5.5,1.03,18,1
"10423","P0271",3,"10:16:43",3,-0.5,0,2.5,1.03,18,1
"10424","P0271",4,"10:16:53",2.5,-0.5,1,3,1.03,18,1
"10425","P0429",30,"10:16:58",5.5,-0.5,1,6,1.03,18,1
"10426","P0271",5,"10:17:05",3,-0.5,1,3.5,1.03,18,1
"10427","P0429",31,"10:17:16",6,-0.5,0,5.5,1.03,18,1
"10428","P0271",6,"10:17:24",3.5,-0.5,1,4,1.03,18,1
"10429","P0271",7,"10:17:35",4,-0.5,1,4.5,1.03,18,1
"10430","P0429",32,"10:17:37",5.5,-0.5,0,5,1.03,18,1
"10431","P0271",8,"10:17:49",4.5,-0.5,1,5,1.03,18,1
"10432","P0429",33,"10:17:54",5,-0.5,1,5.5,1.03,18,1
"10433","P0429",34,"10:18:05",5.5,-0.5,1,6,1.03,18,1
"10434","P0429",35,"10:18:16",6,-0.5,1,6.5,1.03,18,1
"10435","P0429",36,"10:18:27",6.5,-0.5,1,7,1.03,18,1
"10436","P0429",37,"10:18:43",7,-0.5,1,7.5,1.03,18,1
"10437","P0429",38,"10:18:55",7.5,-0.5,0,7,1.03,18,1
"10438","P0429",39,"10:19:07",7,-0.5,0,6.5,1.03,18,1
"10439","P0429",40,"10:19:29",6.5,-0.5,1,7,1.03,18,1
"10440","P0429",41,"10:19:41",7,-0.5,1,7.5,1.03,18,1
"10441","P0429",42,"10:19:54",7.5,-0.5,1,8,1.03,18,1
"10442","P0429",43,"10:20:21",8,-0.5,0,7.5,1.03,18,1
"10443","P0429",44,"10:20:32",7.5,-0.5,1,8,1.03,18,1
"10444","P0429",45,"10:20:47",8,-0.5,0,7.5,1.03,18,1
"10445","P0429",46,"10:21:06",7.5,-0.5,1,8,1.03,18,1
"10446","P0429",47,"10:21:21",8,-0.5,0,7.5,1.03,18,1
"10447","P0429",48,"10:21:44",7.5,-0.5,0,7,1.03,18,1
"10448","P0429",49,"10:21:56",7,-0.5,0,6.5,1.03,18,1
"10449","P0429",50,"10:22:06",6.5,-0.5,0,6,1.03,18,1
"10450","P0876",1,"10:28:15",3,-0.4,0,2.6,8.03,4,3
"10451","P0876",2,"10:28:33",2.6,-0.3,0,2.3,3.92,19,2
"10452","P0443",1,"10:34:42",3,-0.5,0,2.5,1.03,18,1
"10453","P0960",1,"10:35:09",3,-0.5,0.9,3.4,1.77,32,5
"10454","P0443",2,"10:35:08",2.5,-0.2,0.4,2.7,1.03,18,1
"10455","P0443",3,"10:35:24",2.7,-0.4,0,2.3,9.53,18,2
"10456","P1437",1,"10:35:32",3,-0.2,0,2.8,0.53,24,2
"10457","P0443",4,"10:35:43",2.3,-0.6,0,1.7,7.69,19,3
"10458","P1437",2,"10:35:54",2.8,-0.2,0.4,3,1.03,18,1
"10459","P0443",5,"10:36:00",1.7,-0.2,0.4,1.9,1.03,18,1
"10460","P1437",3,"10:36:10",3,-1,1.5,3.5,0.53,24,2
"10461","P1437",4,"10:36:30",3.5,-0.1,0,3.4,1.03,18,1
"10462","P1437",5,"10:36:51",3.4,-1,0,2.4,0.53,24,2
"10463","P1437",6,"10:37:24",2.4,-1,2,3.4,1.03,18,1
"10464","P0642",1,"10:41:29",3,-1,5.4,7.4,3.08,12,10
"10465","P1817",1,"10:50:43",3,-0.5,0,2.5,3.35,13,5
"10466","P0765",1,"11:08:06",3,-0.5,0,2.5,2.03,12,1
"10467","P0765",2,"11:08:26",2.5,-1,2,3.5,1.03,18,1
"10468","P0765",3,"11:08:52",3.5,-0.1,0,3.4,35.03,1,1
"10469","P0765",4,"11:09:04",3.4,-1,2,4.4,1.03,18,1
"10470","P1629",1,"11:09:19",3,-0.6,1.1,3.5,0.83,28,6
"10471","P0765",5,"11:09:27",4.4,-0.4,0,4,2.03,12,2
"10472","P0765",6,"11:09:39",4,-0.2,0,3.8,35.03,1,1
"10473","P1629",2,"11:09:45",3.5,-0.6,0.9,3.8,0.64,27,6
"10474","P0765",7,"11:09:54",3.8,-0.2,0,3.6,35.03,1,1
"10475","P0765",8,"11:10:06",3.6,-1,0,2.6,1.03,18,1
"10476","P1629",3,"11:10:10",3.8,-0.6,1.3,4.5,0.64,27,6
"10477","P0765",9,"11:10:16",2.6,-1,0,1.6,1.03,18,1
"10478","P0765",10,"11:10:26",1.6,-1,2,2.6,1.03,18,1
"10479","P1629",4,"11:10:30",4.5,-0.7,0,3.8,0.56,27,7
"10480","P0765",11,"11:10:36",2.6,-1,2,3.6,1.03,18,1
"10481","P1629",5,"11:10:51",3.8,-0.8,0,3,0.53,27,8
"10482","P0765",12,"11:11:01",3.6,-0.2,0,3.4,2.03,12,1
"10483","P1629",6,"11:11:06",3,-0.5,0,2.5,0.91,25,5
"10484","P0765",13,"11:11:11",3.4,-0.2,0,3.2,2.03,12,1
"10485","P0765",14,"11:11:21",3.2,-0.2,0,3,2.03,12,1
"10486","P1629",7,"11:11:27",2.5,-0.6,0,1.9,0.69,26,6
"10487","P0765",15,"11:11:32",3,-0.5,0,2.5,2.03,12,1
"10488","P0765",16,"11:11:43",2.5,-1,0,1.5,2.03,12,1
"10489","P1629",8,"11:11:51",1.9,-0.8,1.2,2.3,0.5,33,8
"10490","P0765",17,"11:11:53",1.5,-1,3,3.5,2.03,12,1
"10491","P0765",18,"11:12:03",3.5,-0.5,0,3,2.03,12,1
"10492","P1629",9,"11:12:10",2.3,-0.6,0.9,2.6,0.64,27,6
"10493","P1629",10,"11:12:29",2.6,-0.6,0.9,2.9,0.69,26,6
"10494","P1629",11,"11:12:44",2.9,-0.6,0,2.3,0.75,25,6
"10495","P0765",19,"11:12:59",3,-0.5,0,2.5,35.03,1,1
"10496","P1629",12,"11:13:00",2.3,-0.8,0.4,1.9,0.34,31,8
"10497","P0765",20,"11:13:12",2.5,-0.4,0,2.1,8.03,4,4
"10498","P1629",13,"11:13:18",1.9,-0.6,0,1.3,1.33,26,6
"10499","P0765",21,"11:13:25",2.1,-0.4,0,1.7,8.03,4,4
"10500","P1629",14,"11:13:39",1.3,-1,2,2.3,1.03,18,10
"10501","P0765",22,"11:19:35",1.7,-1,1,1.7,1.93,20,6
"10502","P0765",23,"11:19:58",1.7,-1,1,1.7,2.65,20,5
"10503","P0765",24,"11:20:11",1.7,-1,0,0.7,1.03,18,1
"10504","P0765",25,"11:20:25",0.7,-0.7,0,0,20.33,2,2
"10505","P0139",1,"11:21:32",3,-0.4,0.3,2.9,0.15,36,4
"10506","P0139",2,"11:21:52",2.9,-0.5,1.2,3.6,1.07,24,3
"10507","P0139",3,"11:22:12",3.6,-1,0,2.6,2.03,12,2
"10508","P0139",4,"11:22:28",2.6,-1,1.5,3.1,0.53,24,2
"10509","P0139",5,"11:22:40",3.1,-0.5,0,2.6,2.03,12,1
"10510","P0139",6,"11:22:54",2.6,-0.5,1.5,3.6,2.03,12,1
"10511","P0139",7,"11:23:22",3.6,-0.5,0,3.1,1.03,18,1
"10512","P0139",8,"11:23:34",3.1,-0.5,0,2.6,1.03,18,1
"10513","P0139",9,"11:23:45",2.6,-0.5,0,2.1,1.03,18,1
"10514","P0139",10,"11:23:56",2.1,-0.5,0,1.6,1.03,18,1
"10515","P0139",11,"11:24:07",1.6,-1,2,2.6,1.03,18,2
"10516","P0139",12,"11:24:23",2.6,-0.5,1.5,3.6,2.03,12,1
"10517","P0844",1,"11:43:30",3,-0.5,1,3.5,1.03,18,1
"10518","P0844",2,"11:43:43",3.5,-0.5,1,4,1.03,18,1
"10519","P0844",3,"11:43:54",4,-0.5,0,3.5,1.03,18,1
"10520","P0844",4,"11:44:04",3.5,-0.5,0,3,1.03,18,1
"10521","P0844",5,"11:44:14",3,-0.5,1,3.5,1.03,18,1
"10522","P0844",6,"11:44:24",3.5,-0.5,0,3,1.03,18,1
"10523","P0844",7,"11:44:34",3,-0.5,0,2.5,1.03,18,1
"10524","P0844",8,"11:44:44",2.5,-0.5,1,3,1.03,18,1
"10525","P0844",9,"11:44:53",3,-0.5,1,3.5,1.03,18,1
"10526","P0844",10,"11:45:03",3.5,-0.5,0,3,1.03,18,1
"10527","P0844",11,"11:45:13",3,-0.5,1,3.5,1.03,18,1
"10528","P0844",12,"11:45:23",3.5,-0.5,1.5,4.5,2.03,12,1
"10529","P0844",13,"11:45:40",4.5,-0.7,1.6,5.4,0.7,24,2
"10530","P0844",14,"11:45:52",5.4,-0.7,0,4.7,0.7,24,2
"10531","P0844",15,"11:46:05",4.7,-0.7,0.6,4.6,0.7,24,2
"10532","P0844",16,"11:46:23",4.6,-0.7,1,4.9,0.7,24,2
"10533","P0844",17,"11:46:34",4.9,-0.5,1,5.4,1.03,18,1
"10534","P0116",1,"12:04:24",3,-1,1,3,0.03,36,2
"10535","P0116",2,"12:04:52",3,-1,1,3,0.03,36,2
"10536","P0116",3,"12:05:06",3,-1,1,3,0.03,36,2
"10537","P0792",1,"12:09:45",3,-0.8,0,2.2,1.56,15,8
"10538","P0792",2,"12:10:50",2.2,-0.8,0,1.4,1.56,15,8
"10539","P0792",3,"12:11:42",1.4,-0.8,1.8,2.4,1.56,15,8
"10540","P0792",4,"12:12:04",2.4,-0.8,0,1.6,1.56,15,8
"10541","P0792",5,"12:12:29",1.6,-0.8,3.6,4.4,1.56,15,8
"10542","P0792",6,"12:12:57",4.4,-0.9,0,3.5,1.25,17,9
"10543","P0792",7,"12:13:23",3.5,-0.9,1.8,4.4,1.25,17,9
"10544","P0792",8,"12:13:45",4.4,-0.8,1.8,5.4,1.56,15,8
"10545","P0792",9,"12:14:17",5.4,-0.9,1.8,6.3,1.25,17,9
"10546","P0792",10,"12:14:43",6.3,-0.9,1.8,7.2,1.25,17,9
"10547","P0792",11,"12:15:07",7.2,-0.9,0,6.3,1.25,17,9
"10548","P0792",12,"12:15:30",6.3,-0.9,1.8,7.2,1.25,17,9
"10549","P0792",13,"12:15:55",7.2,-0.9,1.8,8.1,1.25,17,9
"10550","P0792",14,"12:16:30",8.1,-1,2,9.1,1.05,25,10
"10551","P0792",15,"12:17:11",9.1,-1,3.6,11.7,1.55,17,10
"10552","P0792",16,"12:18:25",11.7,-1,1.8,12.5,2.72,17,10
"10553","P0792",17,"12:19:01",12.5,-1,0,11.5,2.18,17,10
"10554","P0792",18,"12:19:38",11.5,-1,1.8,12.3,4.07,11,10
"10555","P0792",19,"12:20:13",12.3,-1,0,11.3,4.07,11,10
"10556","P0792",20,"12:20:40",11.3,-1,0,10.3,2.36,16,10
"10557","P0792",21,"12:21:10",10.3,-1,0,9.3,1.46,18,10
"10558","P0792",22,"12:21:36",9.3,-1,0,8.3,1.46,18,10
"10559","P0792",23,"12:21:59",8.3,-1,0,7.3,1.46,18,10
"10560","P0598",1,"12:22:08",3,-1,2,4,1.03,18,1
"10561","P0792",24,"12:22:47",7.3,-1,0,6.3,1.46,18,10
"10562","P0792",25,"12:23:18",6.3,-1,1.8,7.1,1.46,18,10
"10563","P0792",26,"12:23:56",7.1,-1,0,6.1,1.64,17,10
"10564","P0792",27,"12:24:25",6.1,-1,0,5.1,1.64,17,10
"10565","P0792",28,"12:25:13",5.1,-1,0,4.1,4.79,7,10
"10566","P0792",29,"12:25:47",4.1,-1,0,3.1,4.43,7,10
"10567","P0792",30,"12:26:15",3.1,-1,0,2.1,3.71,8,10
"10568","P0792",31,"12:26:46",2.1,-1,0,1.1,3.71,8,10
"10569","P1421",1,"12:27:10",3,-0.5,1.5,4,2.03,12,1
"10570","P0792",32,"12:27:28",1.1,-0.9,0,0.2,4.36,7,9
"10571","P1421",2,"12:27:26",4,-0.5,0,3.5,2.03,12,1
"10572","P0792",33,"12:27:39",0.2,-0.2,0,0,35.03,1,2
"10573","P1421",3,"12:27:40",3.5,-1,2.5,5,0.78,24,2
"10574","P1421",4,"12:27:51",5,-1,1.5,5.5,0.78,24,2
"10575","P1421",5,"12:28:03",5.5,-1,1,5.5,0.78,24,2
"10576","P1421",6,"12:28:13",5.5,-1,0,4.5,0.78,24,2
"10577","P1421",7,"12:28:55",4.5,-1,1.5,5,0.78,24,2
"10578","P1421",8,"12:29:08",5,-1,0,4,0.78,24,2
"10579","P1421",9,"12:29:19",4,-1,3,6,2.03,12,1
"10580","P1421",10,"12:29:39",6,-1,0,5,0.78,24,2
"10581","P1421",11,"12:29:49",5,-1,0,4,0.78,24,2
"10582","P1421",12,"12:29:59",4,-1,0,3,2.03,12,1
"10583","P1421",13,"12:30:15",3,-1,2,4,1.03,18,1
"10584","P1421",14,"12:31:32",4,-1,1.8,4.8,0.61,25,6
"10585","P1421",15,"12:32:14",4.8,-1,0,3.8,0.57,26,6
"10586","P1421",16,"12:32:28",3.8,-0.8,0,3,1.03,18,3
"10587","P1421",17,"12:32:40",3,-1,2,4,1.03,18,1
"10588","P1421",18,"12:32:54",4,-1,1,4,0.78,24,2
"10589","P1421",19,"12:33:04",4,-1,2.5,5.5,0.78,24,2
"10590","P1421",20,"12:33:15",5.5,-1,2.5,7,0.78,24,2
"10591","P0673",1,"12:33:23",3,-0.1,0.2,3.1,1.03,18,1
"10592","P1421",21,"12:33:31",7,-1,1,7,0.78,24,2
"10593","P1421",22,"12:33:54",7,-1,0,6,1.28,18,2
"10594","P1421",23,"12:34:06",6,-1,2.5,7.5,1.28,18,2
"10595","P1421",24,"12:34:22",7.5,-1,1,7.5,0.78,24,2
"10596","P1421",25,"12:34:42",7.5,-0.5,0,7,2.03,12,1
"10597","P1421",26,"12:35:17",7,-1,0,6,2.03,12,1
"10598","P1421",27,"12:35:31",6,-1,0,5,2.03,12,1
"10599","P1421",28,"12:35:44",5,-1,2.5,6.5,1.28,18,2
"10600","P1421",29,"12:35:57",6.5,-1,0,5.5,0.78,24,2
"10601","P1421",30,"12:36:11",5.5,-1,0,4.5,1.03,18,1
"10602","P1421",31,"12:36:35",4.5,-1,1,4.5,0.78,24,2
"10603","P1421",32,"12:37:08",4.5,-1,0.9,4.4,1.22,20,6
"10604","P1421",33,"12:37:35",4.4,-0.9,1.5,5,0.92,23,5
"10605","P1421",34,"12:37:54",5,-1,0,4,2.78,13,4
"10606","P1421",35,"12:38:31",4,-0.5,0.3,3.8,2.99,12,5
"10607","P1421",36,"12:38:53",3.8,-0.4,0.2,3.6,1.21,24,4
